time,value
2025-05-01T00:00:00Z,0.9819762176723894
2025-05-01T01:00:00Z,0.9804945388233074
2025-05-01T02:00:00Z,1.0667147336936253
2025-05-01T03:00:00Z,1.0811424980296434
2025-05-01T04:00:00Z,1.0989428462577648
2025-05-01T05:00:00Z,1.20417019463047
2025-05-01T06:00:00Z,1.2439629744504925
2025-05-01T07:00:00Z,1.1777181373818395
2025-05-01T08:00:00Z,1.1490493656862855
2025-05-01T09:00:00Z,1.1349354791404556
2025-05-01T10:00:00Z,1.2157475269960634
2025-05-01T11:00:00Z,1.249777140787223
2025-05-01T12:00:00Z,1.2873186620767243
2025-05-01T13:00:00Z,1.307316044987766
2025-05-01T14:00:00Z,1.284056203741233
2025-05-01T15:00:00Z,1.4116216107215804
2025-05-01T16:00:00Z,1.4608766515276195
2025-05-01T17:00:00Z,1.331836163712202
2025-05-01T18:00:00Z,1.3918590830160988
2025-05-01T19:00:00Z,1.372874723085355
2025-05-01T20:00:00Z,1.3133040615831753
2025-05-01T21:00:00Z,1.3121237351618078
2025-05-01T22:00:00Z,1.2579327330631496
2025-05-01T23:00:00Z,1.2246672535853829
2025-05-02T00:00:00Z,1.1986406699442385
2025-05-02T01:00:00Z,1.1095401166447432
2025-05-02T02:00:00Z,1.1671134345647862
2025-05-02T03:00:00Z,1.1877347602268384
2025-05-02T04:00:00Z,1.1320218677297471
2025-05-02T05:00:00Z,1.2143093818438946
2025-05-02T06:00:00Z,1.2523454509203358
2025-05-02T07:00:00Z,1.2463923339584548
2025-05-02T08:00:00Z,1.31464014539084
2025-05-02T09:00:00Z,1.3855080236308985
2025-05-02T10:00:00Z,1.456278462900812
2025-05-02T11:00:00Z,1.5209838460664455
2025-05-02T12:00:00Z,1.5783186746811952
2025-05-02T13:00:00Z,1.5892160409787721
2025-05-02T14:00:00Z,1.5807961627307565
2025-05-02T15:00:00Z,1.5665317694365288
2025-05-02T16:00:00Z,1.5277830594844812
2025-05-02T17:00:00Z,1.5271782653227028
2025-05-02T18:00:00Z,1.4458257577192448
2025-05-02T19:00:00Z,1.6170806353986988
2025-05-02T20:00:00Z,1.7309200395405118
2025-05-02T21:00:00Z,1.6510286822735856
2025-05-02T22:00:00Z,1.6342802481597292
2025-05-02T23:00:00Z,1.6124907692851054
2025-05-03T00:00:00Z,1.6915000046620403
2025-05-03T01:00:00Z,1.701364065892372
2025-05-03T02:00:00Z,1.7399270573980923
2025-05-03T03:00:00Z,1.7548428643704665
2025-05-03T04:00:00Z,1.768629747210673
2025-05-03T05:00:00Z,1.9073435802632015
2025-05-03T06:00:00Z,1.9048858740604886
2025-05-03T07:00:00Z,2.0683699044413832
2025-05-03T08:00:00Z,1.9288839190013478
2025-05-03T09:00:00Z,2.0045553612163656
2025-05-03T10:00:00Z,2.0370145492539353
2025-05-03T11:00:00Z,2.0793785006124845
2025-05-03T12:00:00Z,2.1396429945403366
2025-05-03T13:00:00Z,2.1072997816138086
2025-05-03T14:00:00Z,2.0932643870880128
2025-05-03T15:00:00Z,2.0075896522077628
2025-05-03T16:00:00Z,1.9200796999498686
2025-05-03T17:00:00Z,1.968420456085051
2025-05-03T18:00:00Z,2.032217925489477
2025-05-03T19:00:00Z,2.0579259117287942
2025-05-03T20:00:00Z,2.173403076830793
2025-05-03T21:00:00Z,2.417920125774387
2025-05-03T22:00:00Z,2.382735620092603
2025-05-03T23:00:00Z,2.1314560296536014
2025-05-04T00:00:00Z,2.259954962061137
2025-05-04T01:00:00Z,2.2024164225569676
2025-05-04T02:00:00Z,2.148676512994117
2025-05-04T03:00:00Z,2.280344333847383
2025-05-04T04:00:00Z,2.2706787515327846
2025-05-04T05:00:00Z,2.154792650506308
2025-05-04T06:00:00Z,2.1958741472951053
2025-05-04T07:00:00Z,2.202583491164932
2025-05-04T08:00:00Z,2.225244131111736
2025-05-04T09:00:00Z,2.2903637199947906
2025-05-04T10:00:00Z,2.270820042731266
2025-05-04T11:00:00Z,2.366691402230707
2025-05-04T12:00:00Z,2.3642671337448213
2025-05-04T13:00:00Z,2.4271308647250294
2025-05-04T14:00:00Z,2.5845107644947456
2025-05-04T15:00:00Z,2.666592434518135
2025-05-04T16:00:00Z,2.649802023855913
2025-05-04T17:00:00Z,2.828505681714112
2025-05-04T18:00:00Z,2.9972973036009405
2025-05-04T19:00:00Z,3.1094557130387743
2025-05-04T20:00:00Z,3.1776665580504586
2025-05-04T21:00:00Z,3.1096794166596133
2025-05-04T22:00:00Z,3.352335856447273
2025-05-04T23:00:00Z,3.2852456281532687
2025-05-05T00:00:00Z,3.6773943920659566
2025-05-05T01:00:00Z,3.9959690220843216
2025-05-05T02:00:00Z,3.988836145632182
2025-05-05T03:00:00Z,3.824013267699703
2025-05-05T04:00:00Z,3.726423194124346
2025-05-05T05:00:00Z,3.811550296665269
2025-05-05T06:00:00Z,3.802651874505013
2025-05-05T07:00:00Z,3.774599217396556
2025-05-05T08:00:00Z,3.6327462746075936
2025-05-05T09:00:00Z,3.6608950223759864
2025-05-05T10:00:00Z,3.5538313293359427
2025-05-05T11:00:00Z,3.292990427141293
2025-05-05T12:00:00Z,3.2633162168400633
2025-05-05T13:00:00Z,3.4458982058869156
2025-05-05T14:00:00Z,3.3812278346350477
2025-05-05T15:00:00Z,3.517823407420014
2025-05-05T16:00:00Z,3.2684303584102286
2025-05-05T17:00:00Z,3.2920346412496637
2025-05-05T18:00:00Z,3.4104503130769857
2025-05-05T19:00:00Z,3.4959082451220382
2025-05-05T20:00:00Z,3.549339041495179
2025-05-05T21:00:00Z,3.4711282894401907
2025-05-05T22:00:00Z,3.3583679326757205
2025-05-05T23:00:00Z,3.2199815475376026
2025-05-06T00:00:00Z,3.2711223566026284
2025-05-06T01:00:00Z,3.1488683105299873
2025-05-06T02:00:00Z,3.1031219541871056
2025-05-06T03:00:00Z,3.094418908533662
2025-05-06T04:00:00Z,3.4106471703048657
2025-05-06T05:00:00Z,3.333575087638007
2025-05-06T06:00:00Z,3.406144779181052
2025-05-06T07:00:00Z,3.45348352400896
2025-05-06T08:00:00Z,3.3219305573276943
2025-05-06T09:00:00Z,3.343305837387044
2025-05-06T10:00:00Z,3.618217661629377
